doc,tags,eng_doc,eng_tags
"친구들과의 대화

최근 일상 이야기
취미 생활 이야기
음식 추천","취미 생활,음식 추천,일상 이야기","Conversation with friends

Recent daily life stories
Hobby life stories
Food recommendations","Hobby life, food recommendations, daily life stories"
"회사 회의

3월 예산 검토
4월 프로모션 계획
5월 인턴 채용","예산,프로모션,인턴 채용","Company meeting

Review of March budget
Plan for April promotion
Intern recruitment in May","Budget, Promotion, Intern Recruitment"
"여행 계획

유럽 여행 계획
호텔 예약
항공권 예약","유럽 여행,호텔 예약,항공권 예약","Travel plans

European travel plans
Hotel reservation
Flight ticket reservation","European travel, hotel reservation, flight ticket reservation"
"운동 계획

헬스장 가입
운동 계획 수립
개인 트레이닝","헬스장 가입,운동 계획,개인 트레이닝","Exercise plan

Gym membership
Exercise plan establishment
Personal training","Gym membership, exercise plan, personal training"
"동료4와 휴가 계획 공유

휴가 일정 조율
휴가 신청 방법 안내
휴가 보상 관련 상담","휴가 일정,휴가 신청,휴가 보상","Sharing vacation plans with 4 colleagues

Adjusting vacation schedule
Guiding vacation application method
Consulting about vacation rewards","Vacation schedule, vacation application, vacation reward"
"식사 계획 논의

식당 추천
메뉴 추천
예약 확인","식당 추천,메뉴 추천,예약 확인","Discussing meal plans

Recommend a restaurant
Recommend a menu
Confirm reservation","Recommend a restaurant, recommend a menu, confirm reservation"
"프로젝트 진행 상황 보고

진행 상황 보고
문제점 해결 방안 논의","프로젝트 진행 상황,문제점 해결 방안","Project progress report

Progress report
Discussion on solutions to problems","Project progress, solutions to problems"
"여행 계획 논의

여행 일정 논의
숙소 예약 확인
관광지 추천","여행 일정,숙소 예약,관광지 추천","Discussing travel plans

Discussing travel schedule
Confirm accommodation reservation
Recommend tourist attractions","Travel schedule, accommodation reservation, tourist attractions recommendation"
"운동 계획 논의

운동 일정 논의
운동 종목 추천","운동 일정,운동 종목 추천","Discussing exercise plan

Discussing exercise schedule
Recommending exercise type","Exercise schedule, recommending exercise type"
"친구와의 봄방학 계획

제주도 여행
호텔 예약
렌트카 예약","제주도 여행,호텔 예약,렌트카 예약","Spring break plan with friends

Jeju Island trip
Hotel reservation
Rent a car reservation","Jeju Island trip, Hotel reservation, Rent a car reservation"
"상담 전화에서의 다양한 대화

상담 녹음 안내
고객 보호조치 요청
진료 예약 및 문의","상담 녹음,고객 보호조치,진료 예약","Various conversations on the counseling phone

Counseling recording guidance
Request for customer protection measures
Medical appointment and inquiry","Counseling recording, customer protection measures, medical appointment"
"친구와의 새해 인사

새해 복 많이 받으세요
올해도 잘 부탁드립니다",새해 인사,"New Year's greetings with friends

Have a lot of luck in the new year
I hope you have a good year this year too",New Year's greetings
"비즈니스 전화

제품 발주 문의","제품 발주,발주 가능 여부","Business call

Inquiry about product orders","Product orders, order availability"
"여행 예약

호텔 예약 문의","호텔 예약,항공권 예약,여행 일정","Travel reservation

Hotel reservation inquiry","Hotel reservation, air ticket reservation, travel schedule"
"부동산 상담

주택 구매 문의","주택 구매,대출 가능 여부,매물 안내","Real estate consultation

Inquiry about buying a house","Buying a house, loan availability, property information"
"회사 회의

매출 증가 방안 논의
신규 제품 출시 계획
예산 삭감 대책","매출 증가,신규 제품 출시,예산 삭감","Company meeting

Discuss plans to increase sales
New product launch plan
Budget reduction measures","Increase sales, launch new products, reduce budget"
"여행 계획

일정 조율
숙소 예약
관광지 추천","일정 조율,숙소 예약,관광지 추천","Travel plan

Schedule adjustment
Accommodation reservation
Tourist spot recommendation","Schedule adjustment, Accommodation reservation, Tourist spot recommendation"
"운동 계획

운동 종목 선택
운동 시간 조율
운동 장소 추천","운동 종목,운동 시간,운동 장소","Exercise plan

Select exercise type
Adjust exercise time
Recommend exercise place","Exercise type, Exercise time, Exercise place"
"회사 회의

3월 매출 현황 보고
4월 예산 계획
신입사원 교육 일정","매출 현황,예산 계획,신입사원 교육","Company meeting

March sales report
April budget plan
New employee training schedule","Sales report, budget plan, new employee training"
"주식 투자 상담

최근 주식 시장 동향
투자 전략 조언","주식 시장 동향,투자 전략","Stock Investment Consultation

Recent Stock Market Trends
Investment Strategy Advice","Stock Market Trends, Investment Strategy"
"여행 계획 상담

여름 휴가 계획
해외 여행지 추천
항공권 예약 방법","여름 휴가,해외 여행지,항공권 예약","Travel plan consultation

Summer vacation plan
Recommend overseas destinations
How to book airline tickets","Summer vacation, overseas destinations, airline ticket reservation"
"압구정 로데오에서 친구와 저녁약속

사주카페에서 만나기로 함, 5만원 이하 예산, 예약 필수, 금요일 저녁","사주카페,5만원,예약필수","Dinner with friends at Apgujeong Rodeo

Meeting at Saju Cafe, budget under 50,000 won, reservation required, Friday evening","Saju Cafe, 50,000 won, reservation required"
"회사 회의

매출 보고, 신제품 출시 계획, 마케팅 전략 논의","매출,신제품 출시,마케팅 전략","Company meeting

Sales report, new product launch plan, marketing strategy discussion","Sales, new product launch, marketing strategy"
"친구와 여행 계획

여름 휴가 계획, 해외 여행지 추천, 예산 및 일정 논의","여름 휴가,해외 여행,예산 및 일정","Travel plans with friends

Summer vacation plans, recommendations for overseas destinations, budget and schedule discussions","Summer vacation, overseas travel, budget and schedule"
"운동 동호회 모임

다음 주 일요일 오전 10시, 청계산 등반, 준비물 안내","운동 동호회,등산,준비물","Sports Club Meeting

Next Sunday morning at 10 o'clock, hiking at Cheonggyesan, preparation instructions","Sports Club, Hiking, Preparation"
"산업안전보건법 관련 상담

산업안전보건법 관련 상담",산업안전보건법,"Consultation on the Industrial Safety and Health Act

Consultation on the Industrial Safety and Health Act",Industrial Safety and Health Act
"음식점 예약

음식점 예약",음식점 예약,"Restaurant reservation

Restaurant reservation",Restaurant reservation
"사용 설명서 문의

사용 설명서 문의",사용 설명서,"Inquiry about user manual

Inquiry about user manual",User manual
"회사 회의

이웃와 공동 구매 논의
상품 선정 및 가격 협상
배송 일정 결정","공동 구매,상품 선정,가격 협상,배송 일정","Company meeting

Discussion of joint purchase with neighbors
Selection of goods and price negotiation
Decision of delivery schedule","Joint purchase, selection of goods, price negotiation, delivery schedule"
"영화 예매

영화 예매 방법 안내
좌석 선택 및 결제
영화 시작 시간 안내","영화 예매,좌석 선택,결제,영화 시작 시간","Movie reservation

Instructions for movie reservation
Seat selection and payment
Movie start time instructions","Movie reservation, seat selection, payment, movie start time"
"여행 계획

여행 일정 계획
숙소 예약 및 결제
관광지 추천 및 예약","여행 일정,숙소 예약,관광지 추천,관광지 예약","Travel plan

Travel schedule planning
Accommodation reservation and payment
Tourist attraction recommendation and reservation","Travel schedule, accommodation reservation, tourist attraction recommendation, tourist attraction reservation"
"상사와의 업무통화

안녕하세요. 상사님. 지난번에 보고드린 업무에 대해서 어떻게 진행하면 좋을지 여쭤보려고 전화드렸습니다.","보고드리기,진행상황,의견수렴","Business call with boss

Hello, boss. I called to ask how to proceed with the work I reported last time.","Report, progress, collect opinions"
"친구와의 전화

안녕! 오랜만이야. 어떻게 지내?","소식나누기,취미활동,여행계획","Phone call with friends

Hi! Long time no see. How have you been?","Sharing news, hobbies, travel plans"
"부모님과의 전화

안녕하세요. 어머니, 아버지. 지금은 잘 지내고 계신가요?","건강상태,가족소식,재정상황","Phone call with parents

Hello Mom, Dad. Are you doing well now?","Health condition, family news, financial situation"
"상사와의 업무 통화

프로젝트 진행 상황 보고
다음 회의 일정 조율
업무 분담 협의","프로젝트 진행,회의 일정,업무 분담","Business call with the boss

Report on the progress of the project
Adjust the schedule of the next meeting
Discuss the division of work","Project progress, meeting schedule, division of work"
"친구와의 전화

최근 일상 이야기 공유
다음 만남 일정 조율","일상 이야기,다음 만남 일정","Phone call with friends

Share recent daily stories
Adjust the schedule for the next meeting","Daily stories, schedule for the next meeting"
"상사와의 업무 통화

프로젝트 진행 상황 보고
다음 회의 일정 조율
업무 분담 계획","프로젝트 진행,회의 일정,업무 분담","Business call with the boss

Report on the progress of the project
Adjust the schedule of the next meeting
Plan for work distribution","Project progress, meeting schedule, work distribution"
"영화 추천

최신 영화 추천
영화관 예매 방법 안내
영화 리뷰","영화 추천,영화관 예매,영화 리뷰","Movie Recommendation

Latest movie recommendation
Instructions on how to book a movie theater
Movie reviews","Movie recommendation, movie theater reservation, movie reviews"
"여행 계획

여행지 추천
숙소 예약 방법 안내
여행 일정 조율","여행지 추천,숙소 예약,여행 일정","Travel plan

Recommendation of travel destination
Instructions on how to book accommodation
Adjustment of travel schedule","Recommendation of travel destination, booking of accommodation, travel schedule"
"상사와의 업무통화

프로젝트 진행 상황 보고
다음 회의 일정 조율","프로젝트 진행,회의 일정","Business call with boss

Report on the progress of the project
Adjust the schedule of the next meeting","Project progress, meeting schedule"
"여행 계획 상담

여행 일정 조율
숙소 예약 문의","여행 일정,숙소 예약","Travel plan consultation

Adjusting travel schedule
Inquiry about accommodation reservation","Travel schedule, accommodation reservation"
"상사와의 휴가 계획 공유

휴가 일정 조율
휴가 신청서 작성 방법
휴가 보상제도 안내","휴가 일정,휴가 신청서,휴가 보상제도","Sharing vacation plans with the boss

Adjusting vacation schedules
Writing vacation application forms
Guidance on vacation reward systems","Vacation schedule, vacation application form, vacation reward system"
"친구와의 여행 계획

여행 일정 조율
숙소 예약 방법
관광지 추천","여행 일정,숙소 예약,관광지 추천","Travel plan with friends

Adjusting travel schedule
How to book accommodation
Recommended tourist spots","Travel schedule, accommodation reservation, recommended tourist spots"
"가족과의 대규모 모임 계획

장소 선정
음식 메뉴 조율
활동 계획","가족 모임 장소,음식 메뉴,활동 계획","Planning a large gathering with family

Selecting a place
Adjusting the food menu
Activity plan","Family gathering place, food menu, activity plan"
"상사2와 회사 내 뉴스 업데이트

최근 기업 인수합병 소식
신입사원 교육 일정
부서별 업무 분장","인수합병,신입사원 교육,부서별 업무 분장","Update news within the company with Manager 2

Recent news of corporate mergers and acquisitions
New employee training schedule
Divisional task division","Mergers and acquisitions, new employee training, divisional task division"
"친구와 여행 계획

여름 휴가 계획
해외 여행지 추천
호텔 예약 방법","여름 휴가,해외 여행,호텔 예약","Travel plans with friends

Summer vacation plans
Recommend overseas destinations
Hotel reservation methods","Summer vacation, overseas travel, hotel reservation"
"친구와 감상한 영화 이야기

어벤져스: 엔드게임
스포일러 주의
감동적인 결말","어벤져스: 엔드게임,스포일러,조커,기생충,사회적 메시지,영화 구성","Talking about the movie we watched

Avengers: Endgame
Spoiler alert
Touching ending","Avengers: Endgame, spoilers, Joker, Parasite, social messages, movie composition"
"상담 전화에서의 예약 문의

진료 예약 문의",진료 예약,"Reservation inquiry from counseling phone

Inquiry about medical appointment",Medical appointment
"친구와의 여행 계획

여름 휴가 계획
해외 여행
유럽 여행","여름 휴가,해외 여행,유럽 여행,호텔 예약,항공권 예약","Travel plan with friends

Summer vacation plan
Overseas travel
European travel","Summer vacation, overseas travel, European travel, hotel reservation, air ticket reservation"
"압구정 로데오에서의 친구와의 저녁약속

압구정 로데오
사주카페
금요일 저녁","사주카페,5만원,예약 필수","Dinner with friends at Apgujeong Rodeo

Apgujeong Rodeo
Saju Cafe
Friday evening","Saju Cafe, 50,000 won, reservation required"
"친구와 저녁약속

압구정 로데오
사주카페
금요일 저녁","사주카페,5만원,예약 필수","Dinner with friends

Apgujeong Rodeo
Saju Cafe
Friday evening","Saju Cafe, 50,000 won, reservation required"
"주식투자 관련 상담

주식 종목 추천
시장 전망
투자 전략","주식 종목 추천,시장 전망,투자 전략,최근 시장 동향","Stock Investment Consultation

Stock Recommendations
Market Outlook
Investment Strategy","Stock Recommendations, Market Outlook, Investment Strategy, Recent Market Trends"
"친구와 영화 추천

최근 본 영화 추천
인기 있는 영화 추천","영화 추천,최근 본 영화","Movie recommendation with friends

Recommend recently watched movies
Recommend popular movies","Movie recommendation, recently watched movies"
"여행 계획 상담

여행지 추천
숙소 예약 방법
관광지 추천","여행지 추천,숙소 예약,관광지 추천,여행 일정 계획,교통편 추천","Travel plan consultation

Recommendation of travel destination
How to book accommodation
Recommendation of tourist attractions","Recommendation of travel destination, booking of accommodation, recommendation of tourist attractions, travel schedule planning, recommendation of transportation"
"서울대학교 치과병원 상담 전화

고객 보호조치 요청
상담 녹음 안내
진료 예약 및 문의","고객 보호조치,상담 녹음,진료 예약","Seoul National University Dental Hospital consultation call

Request for customer protection measures
Counseling recording guidance
Appointment and inquiry for treatment","Customer protection measures, counseling recording, appointment for treatment"
"친구와 공부 팁 공유

시험 준비 방법
과목별 공부 팁
시험 전략","시험 준비,과목별 공부 팁,시험 전략","Sharing study tips with friends

Exam preparation methods
Subject-specific study tips
Exam strategy","Exam preparation, subject-specific study tips, exam strategy"
"부동산 중개인과의 상담

매물 정보 제공
가격 협상
계약서 작성","매물 정보,가격 협상,계약서 작성","Consultation with a real estate agent

Provide property information
Price negotiation
Writing a contract","Property information, price negotiation, contract writing"
"보험 상담

보험 상품 안내
보험 가입 방법
보험 청구 절차","보험 상품,보험 가입 방법,보험 청구 절차","Insurance consultation

Insurance product guidance
Insurance enrollment procedure
Insurance claim procedure","Insurance product, insurance enrollment procedure, insurance claim procedure"
"친구와 교내 이벤트 계획

교내 이벤트 계획
친구5와 함께 참여
참여비용 3만원","교내 이벤트,참여비용,친구와 함께","Planning a campus event with friends

Campus event plan
Participate with 5 friends
Participation fee 30,000 won","Campus event, participation fee, with friends"
"회사 프로젝트 회의

프로젝트 진행 상황 보고
다음 회의 일정 조율
업무 분담","프로젝트 진행 상황,회의 일정,업무 분담","Company project meeting

Report on project progress
Adjust the schedule for the next meeting
Task allocation","Project progress, meeting schedule, task allocation"
"부동산 중개인과의 상담

매물 정보 확인
가격 협상
계약서 작성","매물 정보,가격 협상,계약서 작성","Consultation with a real estate agent

Checking property information
Price negotiation
Writing a contract","Property information, price negotiation, writing a contract"
"친구5와 휴가 계획 논의

어디로 갈지 논의","여행지,숙소 예약,일정","Discussing vacation plans with 5 friends

Discussing where to go","Destination, accommodation reservation, schedule"
"친구5와 여행 준비 논의

필요한 물품 리스트 작성","여행 준비물,가방,식사","Discussing travel preparation with five friends

Making a list of necessary items","Travel supplies, bag, meals"
"친구5와 여행 준비 논의

여행 일정 최종 확인","여행 일정,숙소 체크인,여행 정보","Discussing travel preparations with five friends

Final confirmation of travel schedule","Travel schedule, accommodation check-in, travel information"
"친구5와 여행 후기 공유

여행 중 좋았던 점 공유","여행 후기,좋았던 점,아쉬웠던 점","Sharing travel experiences with 5 friends

Sharing the best parts of the trip","Travel experiences, best parts, disappointing parts"
"친구5와 다음 여행 계획 논의

다음 여행지 선정","다음 여행지,숙소 예약,일정","Discussing the next trip with 5 friends

Selecting the next destination","Next destination, accommodation reservation, schedule"
"친구와 저녁약속

압구정 로데오, 사주카페, 금요일 저녁","사주카페,5만원,예약필수","Dinner with friends

Apgujeong Rodeo, Saju Cafe, Friday evening","Saju Cafe, 50,000 won, reservation required"
"학교 행사 계획

행사 일정, 참여 인원, 예산 등 논의","학교 행사,일정,예산","School event planning

Discuss event schedule, number of participants, budget, etc.","School event, schedule, budget"
"주식 투자 상담

주식 종목 추천, 투자 전략 논의","주식,종목 추천,투자 전략","Stock Investment Consultation

Recommend stock items, discuss investment strategies","Stocks, stock item recommendations, investment strategies"
"운동 계획 상담

운동 종목 추천, 운동 시간 및 장소 논의","운동,종목 추천,운동 시간","Exercise plan consultation

Recommend exercise type, discuss exercise time and place","Exercise, recommend exercise type, exercise time"
"도서관 직원과의 통화

도서관 이용 방법 문의",도서관 이용 방법,"Talking with library staff

Inquiry about library usage",Library usage methods
"도서관 서비스 이용 방법 문의

도서 대출 방법 문의","도서 대출 방법,도서 반납 방법","Inquiry about library services

Inquiry about book borrowing methods","Book borrowing methods, book return methods"
"도서관 예약 문의

도서관 좌석 예약 방법 문의",도서관 좌석 예약 방법,"Library reservation inquiry

Inquiry about library seat reservation method",Library seat reservation method
"도서관 이용 시간 문의

도서관 오픈 시간 문의","도서관 오픈 시간,도서관 마감 시간","Inquiry about library hours

Inquiry about library opening hours","Library opening hours, library closing hours"
"도서관 이용 방법 문의

도서관 회원 가입 방법 문의","도서관 회원 가입 방법,도서관 회원 혜택","Inquiry about how to use the library

Inquiry about how to join the library","How to join the library, Benefits of being a library member"
"도서관 직원과 도서 추천에 대한 상담

도서 추천 요청",도서 추천,"Consultation with library staff about book recommendations

Request for book recommendations",Book recommendations
"도서관 직원과 도서 대출에 대한 상담

도서 대출 요청",도서 대출,"Consultation with library staff about book borrowing

Request for book borrowing",Book borrowing
"도서관 직원과 도서 반납에 대한 상담

도서 반납 요청",도서 반납,"Consultation with library staff about book return

Request for book return",Book return
"도서관 직원과 도서 연장에 대한 상담

도서 연장 요청",도서 연장,"Consultation with library staff about book extension

Request for book extension",Book extension
"도서관 직원과 도서 예약에 대한 상담

도서 예약 요청",도서 예약,"Consultation with library staff about book reservation

Request for book reservation",Book reservation
"도서관 직원과의 안부 묻기

도서관 이용 안부 묻기
도서관 직원과의 대화","도서관 이용 안부,도서관 직원과의 대화","Asking the library staff how they are doing

Asking how the library is doing
Conversation with library staff","Asking how the library is doing, conversation with library staff"
"도서관 이용 안내

도서관 이용 안내
도서관 이용 시간 및 방법 안내","도서관 이용 안내,도서관 이용 시간 및 방법 안내","Library Usage Guide

Library Usage Guide
Instructions on Library Usage Hours and Methods","Library Usage Guide, Instructions on Library Usage Hours and Methods"
"도서관 이용 방법

도서관 이용 방법 안내
도서 대출 및 반납 방법 안내","도서관 이용 방법 안내,도서 대출 및 반납 방법 안내","How to use the library

Guidance on how to use the library
Guidance on how to borrow and return books","Guidance on how to use the library, guidance on how to borrow and return books"
"도서관 예약

도서관 좌석 예약 방법 안내
도서관 좌석 예약 시간 안내","도서관 좌석 예약 방법 안내,도서관 좌석 예약 시간 안내","Library Reservation

Instructions on how to reserve library seats
Instructions on when to reserve library seats","Instructions on how to reserve library seats, Instructions on when to reserve library seats"
"제품 문의

제품 사용법 문의
제품 교환 요청","제품 사용법,제품 교환","Product inquiry

Product usage inquiry
Product exchange request","Product usage, Product exchange"
"상담 전화에서의 다양한 대화

고객 보호조치 요청
상담 녹음 안내
진료 예약 및 문의","진료 예약,고객 보호조치","Various conversations on the counseling phone

Request for customer protection measures
Counseling recording guidance
Medical appointment and inquiry","Medical appointment, customer protection measures"
"상품 문의 및 구매

상품 문의
상품 구매","상품 문의,상품 구매,배송 문의","Product inquiries and purchases

Product inquiries
Product purchase","Product inquiries, product purchases, delivery inquiries"
"제품 구매 및 배송 문의

제품 구매 문의
배송 일정 문의","제품 구매,배송 일정","Product purchase and delivery inquiries

Product purchase inquiries
Delivery schedule inquiries","Product purchase, delivery schedule"
"상담 전화에서의 다양한 대화

상담 요청
상담 내용 확인
상담 종료","상담 요청,상담 내용 확인,상담 종료","Various conversations on the counseling phone

Counseling request
Confirm counseling content
End of counseling","Counseling request, Confirm counseling content, End of counseling"
"서비스 가입 및 해지 문의

서비스 가입 문의
서비스 해지 문의","서비스 가입,서비스 해지","Service subscription and cancellation inquiries

Service subscription inquiries
Service cancellation inquiries","Service subscription, Service cancellation"
"상품 문의

상품 정보 문의
가격 문의
배송 문의","상품 정보,가격,배송","Product inquiry

Product information inquiry
Price inquiry
Delivery inquiry","Product information, price, delivery"
"서비스 문제 해결

서비스 이용 중 문제 발생
문제 해결 방법 안내","서비스 문제,문제 해결","Solving service problems

Problems occur during service use
Instructions on how to solve the problem","Service problems, problem solving"
"상담 전화에서의 다양한 대화

제품 사용 방법 문의
환불 및 교환 요청","제품 사용 방법,환불,교환","Various conversations on the consultation phone

Inquiry about product usage
Request for refund and exchange","Product usage, refund, exchange"
"상담 전화에서의 다양한 대화

상담 녹음 안내
신용카드 발급 문의","상담녹음,신용카드 발급","Various conversations on the counseling phone

Counseling recording guidance
Inquiry about credit card issuance","Counseling recording, credit card issuance"
"상담 전화에서의 다양한 대화

상담 녹음 안내
보험 가입 문의","상담녹음,보험 가입","Various conversations on the counseling call

Counseling recording guidance
Inquiry about insurance enrollment","Counseling recording, insurance enrollment"
"상담 전화에서의 다양한 대화

상담 내용 1
상담 내용 2
상담 내용 3","상담 내용,문의 사항,상품 정보","Various conversations on the counseling phone

Counseling Content 1
Counseling Content 2
Counseling Content 3","Counseling Content, Inquiry, Product Information"
"상담 전화에서의 다양한 대화

상품 문의
배송 문의
환불 문의","상품 문의,배송 문의,환불 문의","Various conversations on the consultation phone

Product inquiry
Delivery inquiry
Refund inquiry","Product inquiry, delivery inquiry, refund inquiry"
"상담 전화에서의 다양한 대화

고객 보호조치 요청
상담 녹음 안내
진료 예약 및 문의","진료 예약,치과 치료,보험 청구","Various conversations on the counseling phone

Request for customer protection measures
Counseling recording guidance
Medical appointment and inquiry","Medical appointment, dental treatment, insurance claim"
"상품 구매 후기

상품 만족도 평가
배송 속도 평가
추천 여부","상품 만족도,배송 속도,추천 여부","Product purchase review

Product satisfaction rating
Delivery speed rating
Recommendation","Product satisfaction, delivery speed, recommendation"
"상담 전화에서의 다양한 대화

환불 요청
상품 교환 요청
배송 문의","환불 요청,상품 교환 요청,배송 문의","Various conversations on the consultation phone

Refund request
Product exchange request
Delivery inquiry","Refund request, Product exchange request, Delivery inquiry"
"상담 전화에서의 다양한 대화

상담 녹음 안내
보험 가입 문의","상담녹음,보험가입","Various conversations on the counseling phone

Counseling recording guidance
Inquiry about insurance enrollment","Counseling recording, insurance enrollment"
"상담 전화에서의 다양한 대화

환불 문의
상품 교환 요청","환불,상품교환","Various conversations on the consultation call

Refund inquiry
Request for product exchange","Refund, product exchange"
"상담 전화에서의 다양한 대화

배송 문의
상품 문의","배송,상품문의","Various conversations on the consultation phone

Delivery inquiry
Product inquiry","Delivery, product inquiry"
"배달 문제 해결

고객이 주문한 음식이 덜 왔다고 함","음식 미도착,배달기사 불응답,배달비용 미지불","Solving delivery problems

The customer says the food they ordered didn't arrive","Food not arrived, delivery driver unresponsive, delivery fee unpaid"
"배달 문제 해결

고객이 주문한 음식이 맛이 없다고 함","음식 맛 불만,배달 지연","Solving delivery problems

The customer says the food they ordered doesn't taste good.","Complaints about the taste of the food, delivery delay"
"친구와 영화 예매

어벤져스: 엔드게임 예매",어벤져스: 엔드게임,"Booking a movie with friends

Avengers: Endgame booking",Avengers: Endgame
"친구와 놀이공원 가기

롯데월드 언제 가는지 물어봄","롯데월드 방문,놀이기구 선택","Going to the amusement park with friends

Asking when to go to Lotte World","Visiting Lotte World, selecting rides"
"친구와 쇼핑

신발 사이즈 물어봄",신발 사이즈 문의,"Shopping with friends

Ask about shoe size",Inquire about shoe size
"배달 비용 문의

배달비용이 얼마인가요?",배달비용,"Inquiry about delivery cost

How much is the delivery cost?",Delivery cost
"배달 시간 문의

배달이 언제쯤 도착하나요?",배달시간,"Inquiry about delivery time

When will the delivery arrive?",Delivery time
"배달 장소 변경

배달 장소를 다른 곳으로 변경하고 싶은데 가능한가요?",배달장소변경,"Change delivery location

Can I change the delivery location to somewhere else?",Change delivery location
"의류 교환 문의

구매한 의류를 교환하고 싶은데 어떻게 해야 하나요?",의류교환,"Inquiry about clothing exchange

I want to exchange the clothes I bought, how do I do it?",Clothing exchange
"배송 지연 문의

제품 배송이 예정보다 지연되는 것 같은데 어떻게 해야 하나요?",배송지연,"Inquiry about delayed delivery

It seems that the product delivery is delayed from the scheduled time, what should I do?",Delivery delay
"회사에서의 업무통화

프로젝트 진행 상황 보고
다음 회의 일정 조율
업무 분담","프로젝트 진행,회의 일정,업무 분담","Business calls at the company

Report on the progress of the project
Adjust the schedule of the next meeting
Division of work","Project progress, meeting schedule, division of work"
"주식투자 상담

종목 추천
시장 전망
투자 전략","주식 종목,시장 전망,투자 전략","Stock Investment Consultation

Stock Recommendation
Market Outlook
Investment Strategy","Stock Items, Market Outlook, Investment Strategy"
"여행 예약

호텔 예약
항공권 예약
렌터카 예약","호텔 예약,항공권 예약,렌터카 예약","Travel reservation

Hotel reservation
Air ticket reservation
Rental car reservation","Hotel reservation, Air ticket reservation, Rental car reservation"
"배달기사와의 통화

주문 확인
배달 예상 시간 안내
감사 인사","음식 주문,배달 예상 시간,감사 인사","Conversation with delivery driver

Confirm order
Inform estimated delivery time
Express gratitude","Food order, estimated delivery time, express gratitude"
"회사 회의

프로젝트 진행 상황 보고
의견 교환
다음 회의 일정 조율","프로젝트 진행 상황,의견 교환,회의 일정","Company meeting

Report on project progress
Exchange of opinions
Adjustment of next meeting schedule","Project progress, exchange of opinions, meeting schedule"
"부모님과의 전화

가족 소식 공유
건강 상담
재무 상담","가족 소식,건강 상담,재무 상담","Phone call with parents

Share family news
Health counseling
Financial counseling","Family news, health counseling, financial counseling"
"배달 관련 팁 요청

배달 기사에게 팁 주는 법
음식 배달 시 주의사항
배달 어플 사용법","배달 팁,음식 배달,배달 어플","Request for delivery tips

How to tip a delivery driver
Precautions when delivering food
How to use delivery app","Delivery tips, food delivery, delivery app"
"상담 전화에서의 다양한 대화

고객 보호조치 요청
상담 녹음 안내
진료 예약 및 문의","진료비용,보험 적용,진료 예약","Various conversations on the counseling phone

Request for customer protection measures
Counseling recording guidance
Medical appointment and inquiry","Medical expenses, insurance application, medical appointment"
"상담 전화에서의 다양한 대화

고객 보호조치 요청
상담 녹음 안내
진료 예약 및 문의","진료비용,보험 적용,진료 예약,의료진 교체,의료진 칭찬","Variety of conversations on the counseling phone

Request for customer protection measures
Counseling recording guidance
Medical appointment and inquiry","Medical expenses, insurance application, medical appointment, doctor replacement, doctor praise"
"개인 튜터와 공부 일정 조율

내일 오후 3시에 만나기로 함","개인 튜터,공부 일정","Adjusting study schedule with a private tutor

We agreed to meet tomorrow at 3 pm","Private tutor, study schedule"
"개인 튜터와 과제 관련 상담

과제 내용에 대해 상담함","개인 튜터,과제 상담","Consultation with a private tutor regarding assignments

Consultation about the content of the assignment","Private tutor, assignment consultation"
"개인 튜터와 수업 일정 조율

다음 주 월요일 2시에 수업 예정","개인 튜터,수업 일정","Adjusting the schedule with a private tutor

Lesson scheduled for next Monday at 2 o'clock","Private tutor, lesson schedule"
"부동산 매매 상담

매매 가능한 부동산 정보 제공
가격 협상 방법 상의
계약서 작성 방법 안내","부동산 매매,가격 협상,계약서 작성","Real Estate Transaction Consultation

Provide information on real estate that can be traded
Discuss pricing negotiation methods
Instructions on how to write a contract","Real Estate Transaction, Price Negotiation, Contract Writing"
"투자 상담

투자 가능한 상품 소개
수익률 예측
위험 관리 방법 안내","투자 상품,수익률 예측,위험 관리","Investment consultation

Introduction of investable products
Profitability prediction
Guidance on risk management","Investment products, profitability prediction, risk management"
"개인 튜터와 튜터링 비용 문의

튜터링 비용 문의",튜터링 비용,"Inquiry about private tutoring and tutoring fees

Inquiry about tutoring fees",Tutoring fees
"개인 튜터와 튜터링 일정 조율

튜터링 일정 조율",튜터링 일정,"Coordinating personal tutoring and tutoring schedules

Tutoring schedule coordination",Tutoring schedule
"개인 튜터와 튜터링 방식 논의

튜터링 방식 논의",튜터링 방식,"Discussion of private tutoring and tutoring methods

Tutoring method discussion",Tutoring method
"개인 튜터와 튜터링 수강생 수 논의

튜터링 수강생 수 논의",튜터링 수강생 수,"Discussing the number of private tutoring and tutoring students

Discussing the number of tutoring students",Number of tutoring students
"친구와 주말 계획

주말 계획",주말 계획,"Plans with friends for the weekend

Weekend plans",Weekend plans
"회사 프로젝트 회의

프로젝트 일정 조율
진행 상황 보고
다음 회의 일정 결정","프로젝트 일정,진행 상황,회의 일정","Company project meeting

Adjusting project schedule
Reporting progress
Deciding the date of the next meeting","Project schedule, progress, meeting schedule"
"부동산 중개인과의 상담

매물 안내
가격 협상
계약서 작성","매물 안내,가격 협상,계약서 작성","Consultation with a real estate agent

Property guidance
Price negotiation
Writing a contract","Property guidance, price negotiation, writing a contract"
"여행사와의 상담

여행 상품 안내
가격 협상
예약 완료","여행 상품,가격 협상,예약 완료","Consultation with travel agency

Travel product guidance
Price negotiation
Reservation completed","Travel product, price negotiation, reservation completed"
