doc,tags
"상담 전화에서의 다양한 대화

고객 보호조치 요청
상담 녹음 안내
진료 예약 및 문의","산업안전보건법,상담녹음,진료예약"
"친구와 저녁약속

압구정 로데오
사주카페
금요일저녁","사주카페,5만원,예약필수"
"회사에서의 업무통화

재고 확인
발주 요청
납품 예정일 확인","재고,발주,납품"
"공공기관과의 업무통화

정보 요청
제출 기한 확인
접수 방법 안내","공공기관,정보요청,제출기한"
"상담 전화에서의 다양한 대화

상담 내용 확인
상담 결과 안내
추가 상담 예약","보험,상담,예약"
"상담 전화에서의 다양한 대화

고객 보호조치 요청
상담 녹음 안내
진료 예약 및 문의","산업안전보건법,상담녹음,진료예약"
"친구와 저녁약속

압구정 로데오
사주카페
금요일저녁","사주카페,5만원,예약필수"
"세금 결제 방법 안내

신용카드 결제
세금계산서 발행
이메일로 발송","세금 결제,신용카드,세금계산서"
"수수료 결제 방법 안내

계좌이체
신용카드 결제
현금 입금","수수료 결제,계좌이체,신용카드"
"공공기관 직원과의 상담

신분증 발급
면허시험 예약
주민등록증 발급","신분증 발급,면허시험 예약,주민등록증 발급"
"보건소 예약 및 상담

보건소 예약 및 상담","보건소 예약,보건소 상담"
"은행 대출 상담

대출 상담",대출 상담
"공공기관 상담

공공기관 상담","보건소 예약,보건소 상담"
"헬스장 회원권 문의

회원권 문의",회원권 문의
"교통카드 분실신고

교통카드 분실신고",교통카드 분실신고
"상담 전화에서의 다양한 대화

고객 보호조치 요청
상담 녹음 안내
진료 예약 및 문의","산업안전보건법,상담녹음,진료예약"
"친구와 저녁약속

압구정 로데오
사주카페
금요일저녁","사주카페,5만원,예약필수"
"법률 상담

고객 보호조치 요청
상담 녹음 안내
진료 예약 및 문의","고객 보호조치,상담 녹음,진료 예약"
"법률 상담

법률 서비스 비용 문의
상담 녹음 안내","법률 서비스 비용,상담 녹음"
"법률 상담

상담 녹음 안내
고객 보호조치 요청","상담 녹음,고객 보호조치"
"예약

예약 확인
예약 변경","호텔 예약,예약 확인,예약 변경"
"예약

호텔 예약
예약 확인
예약 변경","호텔 예약,예약 확인,예약 변경"
"상담 전화에서의 다양한 대화

고객 보호조치 요청
상담 녹음 안내
진료 예약 및 문의","산업안전보건법,상담녹음,진료예약"
"친구와 저녁약속

압구정 로데오
사주카페
금요일저녁","사주카페,5만원,예약필수"
"상담 전화에서의 다양한 대화

법률 상담
문서 작성 안내","법률 상담,문서 작성 안내"
"상담 전화에서의 다양한 대화

고객 보호조치 요청
상담 녹음 안내
진료 예약 및 문의","고객 보호조치,상담 녹음,진료 예약"
"상담 전화에서의 다양한 대화

상담 내용은 비공개",비공개
"상담 전화에서의 다양한 대화

고객 보호조치 요청
상담 녹음 안내
진료 예약 및 문의","산업안전보건법,상담녹음,진료예약"
"친구와 저녁약속

압구정 로데오
사주카페
금요일저녁","사주카페,5만원,예약필수"
"회사 프로젝트 회의

프로젝트 진행 상황 보고
다음 회의 일정 조율
업무 분담","프로젝트 진행,회의 일정,업무 분담"
"상담 전화에서의 다양한 대화

상담 내용 확인
상담 결과 안내
고객 만족도 조사","보험 상담,상담 결과,고객 만족도"
"친구와 여행 계획

여행 일정 조율
숙소 예약 방법
관광지 추천","여행 일정,숙소 예약,관광지 추천"
"상담 전화에서의 다양한 대화

고객 보호조치 요청
상담 녹음 안내
진료 예약 및 문의","산업안전보건법,상담녹음,진료예약"
"친구와 저녁약속

압구정 로데오
사주카페
금요일저녁","사주카페,5만원,예약필수"
"상담 전화에서의 다양한 대화

상담 내용 1
상담 내용 2
상담 내용 3","법률상담,계약서 작성,손해배상"
"상담 전화에서의 다양한 대화

고객 문의 사항
상품 가격 문의
배송 문의","상품 문의,배송 문의,환불 문의"
"상담 전화에서의 다양한 대화

상담 내용 1
상담 내용 2
상담 내용 3","의료보험,진료비 지원,의료비 지원"
"상담 전화에서의 다양한 대화

고객 보호조치 요청
상담 녹음 안내
진료 예약 및 문의","산업안전보건법,상담녹음,진료예약"
"친구와 저녁약속

압구정 로데오
사주카페
금요일저녁","사주카페,5만원,예약필수"
"회사 상담

상담 내용 1","법률상담,상담료,계약서"
"가족 상담

가족 문제 상담","가족문제,갈등해결,심리상담"
"광고 전화

신용카드 광고","신용카드,할부,혜택"
"상담 전화에서의 다양한 대화

고객 보호조치 요청
상담 녹음 안내
진료 예약 및 문의","산업안전보건법,상담녹음,진료예약"
"친구와 저녁약속

압구정 로데오
사주카페
금요일저녁","사주카페,5만원,예약필수"
"회사에서의 회의

매출 보고서 작성
프로젝트 진행 상황 보고
다음 회의 일정 조율","매출 보고서,프로젝트 진행 상황,회의 일정"
"상담 전화에서의 다양한 대화

상담 녹음 안내
고객 문의 사항 상담
상품 안내","상담 녹음,고객 문의,상품 안내"
"여행 계획 상의

여행 일정 조율
숙소 예약 상담
관광지 추천","여행 일정,숙소 예약,관광지 추천"
"상담 전화에서의 다양한 대화

고객 보호조치 요청
상담 녹음 안내
진료 예약 및 문의","산업안전보건법,상담녹음,진료예약"
"친구와 저녁약속

압구정 로데오
사주카페
금요일저녁","사주카페,5만원,예약필수"
"회사 회의

3월 예산 결산
4월 예산 계획
5월 프로젝트 진행 상황","예산 결산,프로젝트 진행"
"상담 전화에서의 다양한 대화

고객 보호조치 요청
상담 녹음 안내
진료 예약 및 문의","보험금 청구,진료비 지원,의료 보험"
"친구와 영화보기

CGV 강남
어벤져스: 엔드게임
토요일 오후","어벤져스: 엔드게임,CGV 강남"
"상담 전화에서의 다양한 대화

고객 보호조치 요청
상담 녹음 안내
진료 예약 및 문의","산업안전보건법,상담녹음,진료예약"
"친구와 저녁약속

압구정 로데오
사주카페
금요일저녁","사주카페,5만원,예약필수"
"상담 전화에서의 다양한 대화

법률 상담
법률 서비스 만족도 피드백","법률 상담,법률 서비스 만족도 피드백"
"상담 전화에서의 다양한 대화

고객 보호조치 요청
상담 녹음 안내
진료 예약 및 문의","진료 예약,보험 청구,치료비"
"상담 전화에서의 다양한 대화

휴대폰 요금 문의
요금 할인 적용 여부 확인","휴대폰 요금,할인 적용"
"상담 전화에서의 다양한 대화

고객 보호조치 요청
상담 녹음 안내
진료 예약 및 문의","산업안전보건법,상담녹음,진료예약"
"친구와 저녁약속

압구정 로데오
사주카페
금요일저녁","사주카페,5만원,예약필수"
"법률 상담

상담 내용 1","민사소송,상속,부동산"
"법률 정보 업데이트 공유

법률 정보 1","노동법,상법,민법"
"광고 전화

할인 이벤트 안내","할인 이벤트,신상품 출시"
"치과병원 상담

고객 보호조치 요청
상담 녹음 안내
진료 예약 및 문의","고객 보호조치,상담 녹음,진료 예약"
"친구와 저녁약속

압구정 로데오
사주카페
금요일저녁","사주카페,5만원,예약필수"
"회사 프로젝트 회의

프로젝트 진행 상황 보고
다음 회의 일정 조율","프로젝트 진행,회의 일정"
"부동산 중개사와의 상담

매물 정보 요청
가격 협상","매물 정보,가격 협상"
"택배 배송 문의

배송 일정 확인
배송지 변경 요청","배송 일정,배송지 변경"
"상담 전화에서의 다양한 대화

고객 보호조치 요청
상담 녹음 안내
진료 예약 및 문의","산업안전보건법,상담녹음,진료예약"
"친구와 저녁약속

압구정 로데오
사주카페
금요일저녁","사주카페,5만원,예약필수"
"친구와 일상 이야기

최근 일상 이야기
취미 생활 이야기
여행 계획 이야기","취미생활,여행계획"
"상담 전화에서의 다양한 대화

고객 보호조치 요청
상담 녹음 안내
진료 예약 및 문의","진료비,보험청구,의료진소개"
"친구와 일상 이야기

최근 일상 이야기
취미 생활 이야기
여행 계획 이야기","취미생활,여행계획"
"상담 전화에서의 다양한 대화

고객 보호조치 요청
상담 녹음 안내
진료 예약 및 문의","산업안전보건법,상담녹음,진료예약"
"친구와 저녁약속

압구정 로데오
사주카페
금요일저녁","사주카페,5만원,예약필수"
"회사 회의

3월 매출 현황 보고
4월 예산 계획
프로젝트 진행 상황","매출 현황,예산 계획,프로젝트 진행"
"가족간 대화

할머니 생신 축하
여행 계획
가족들 소식 공유","생신 축하,여행 계획,가족 소식"
"운동 친구와의 대화

다음 주 운동 일정
운동 팁 공유","운동 일정,운동 팁"
"고객 보호조치 요청 및 진료 예약

고객 보호조치 요청
상담 녹음 안내
진료 예약 및 문의","고객 보호조치,상담 녹음,진료 예약"
"압구정 로데오에서의 저녁약속

압구정 로데오
사주카페
금요일 저녁","사주카페,5만원,예약 필수"
"회사 프로젝트 회의

프로젝트 진행 상황 보고
다음 주 일정 조율
업무 분담","프로젝트 진행 상황,일정 조율,업무 분담"
"여행 계획 상의

여행 일정 조율
숙소 예약 방법
관광지 추천","여행 일정,숙소 예약,관광지 추천"
"영화 추천

최신 영화 추천
영화 관람 후기","영화 추천,영화 후기"
"치과 예약 및 상담

보호조치 요청 및 안내, 상담 녹음 안내, 진료 예약 및 문의","보호조치,상담녹음,진료예약"
"압구정 로데오에서의 저녁약속

사주카페에서 만나기로 함, 5만원 이하 예산, 예약 필수, 금요일 저녁","사주카페,5만원,예약필수"
"회사 프로젝트 미팅

프로젝트 진행 상황 보고, 다음 단계 계획 수립, 업무 분담","프로젝트,진행상황,다음단계계획"
"여행 계획 상담

여행 일정, 교통편, 숙소 예약, 관광지 추천","여행일정,교통편,숙소예약,관광지추천"
"부동산 매매 상담

매매 가능한 부동산 정보 제공, 가격 협상, 계약서 작성","부동산,매매,가격협상,계약서작성"
"상담 전화에서의 다양한 대화

고객 보호조치 요청
상담 녹음 안내
진료 예약 및 문의","산업안전보건법,상담녹음,진료예약"
"친구와 저녁약속

압구정 로데오
사주카페
금요일저녁","사주카페,5만원,예약필수"
"상담 전화에서의 다양한 대화

고객 보호조치 요청
상담 녹음 안내
진료 예약 및 문의","보험 가입,상담 녹음,진료 예약"
"친구와 여행 계획

여행 일정 조율
숙소 예약
관광지 추천","여행 일정,숙소 예약,식당 예약"
"친구와 영화 관람

영화 예매
상영 시간 확인
좌석 선택","영화 예매,상영 시간,좌석 선택"
"상담 전화에서의 다양한 대화

고객 보호조치 요청
상담 녹음 안내
진료 예약 및 문의","산업안전보건법,상담녹음,진료예약"
"친구와 저녁약속

압구정 로데오
사주카페
금요일저녁","사주카페,5만원,예약필수"
"회사 회의

3월 매출 보고
신규 프로젝트 계획
휴가 신청 안내","매출보고,휴가신청"
"부동산 중개사와의 상담

아파트 매매 문의
매물 안내
금리 상황 안내","아파트 매매,금리 상황"
"영화 예매

어벤져스: 엔드게임
4DX
4월 26일 19시 30분","어벤져스: 엔드게임,4DX"
"고객 보호조치 요청 및 진료 예약

고객 보호조치 요청
상담 녹음 안내
진료 예약 및 문의","고객 보호조치,상담 녹음,진료 예약"
"압구정 로데오에서의 친구와 저녁약속

압구정 로데오
사주카페
금요일 저녁","사주카페,5만원,예약 필수"
"친구와 가족 이야기

가족 소식
친구 소식
최근 일상 이야기","가족 소식,친구 소식,일상 이야기"
"상담 전화에서의 다양한 대화

상담 내용
문의 사항
추가 상담 요청","상담,문의,추가 상담"
"상담 전화에서의 다양한 대화

상담 내용
문의 사항
추가 상담 요청","상담,문의,추가 상담"
"상담 전화에서의 다양한 대화

고객 보호조치 요청
상담 녹음 안내
진료 예약 및 문의","고객 보호조치,상담 녹음,진료 예약"
"친구와 저녁약속

압구정 로데오
사주카페
금요일저녁","사주카페,5만원,예약 필수"
"상담 전화에서의 다양한 대화

고객 보호조치 요청
상담 녹음 안내
진료 예약 및 문의","고객 보호조치,상담 녹음,진료 예약"
"친구와 저녁약속

압구정 로데오
사주카페
금요일저녁","사주카페,5만원,예약 필수"
"상담 전화에서의 다양한 대화

고객 보호조치 요청
상담 녹음 안내
진료 예약 및 문의","고객 보호조치,상담 녹음,진료 예약"
"상담 전화에서의 다양한 대화

고객 보호조치 요청
상담 녹음 안내
진료 예약 및 문의","산업안전보건법,상담녹음,진료예약"
"친구와 저녁약속

압구정 로데오
사주카페
금요일저녁","사주카페,5만원,예약필수"
"회사에서의 업무통화

프로젝트 진행 상황 보고
다음 회의 일정 조율
업무 지시 사항 전달","프로젝트 진행,회의 일정,업무 지시"
"여행 계획 상의

여행 일정 조율
숙소 예약 방법 안내
관광지 추천","여행 일정,숙소 예약,관광지 추천"
"상품 문의 전화

상품 가격 문의
배송 방법 안내
교환/환불 정책 안내","상품 가격,배송 방법,교환/환불 정책"
"아버지와 가족 행사 계획

가족 행사 일정 조율","가족 행사,식당 예약,식당 위치"
"아버지와 가족 행사 계획

식당 예약 확인","식당 예약 확인,식당 예약 변경"
"아버지와 가족 행사 계획

식당 예약 변경 확인","식당 예약 변경 확인,행사 일정 조율"
"아버지와 가족 행사 계획

행사 일정 최종 확인","행사 일정 확인,식당 예약 취소"
"아버지와 가족 행사 계획

행사 일정 변경 요청","행사 일정 변경,식당 예약 방법"
"치과 예약 및 상담

보호조치 요청 및 안내, 상담 녹음 안내, 진료 예약 및 문의","보호조치,상담녹음,진료예약"
"압구정 로데오에서 친구와 저녁약속

사주카페에서 만나기로 함, 5만원 이상 예약 필수, 금요일 저녁","사주카페,5만원,예약필수"
"회사에서의 회의

매출 보고 및 분석, 신규 프로젝트 검토","매출보고,프로젝트검토"
"부모님과의 전화

가족 소식 공유, 건강 상담","가족소식,건강상담"
"예약 확인 전화

예약 확인 및 변경 가능 여부 확인","호텔예약,확인전화"
"아버지와 가족 문제 상담

아버지의 건강 문제 상담
가족 간의 갈등 상담","건강 문제,가족 갈등"
"상담 전화에서의 다양한 대화

고객 보호조치 요청
상담 녹음 안내
진료 예약 및 문의","고객 보호조치,상담 녹음,진료 예약"
"친구와 데이트 장소 고민

강남역 맛집 추천
영화관 예매 방법
날씨가 좋은 날 산책로 추천","강남역 맛집,영화관 예매,산책로 추천"
"친구의 생일 선물 고민

온라인 쇼핑몰 추천
가격대별 선물 아이디어 제시","온라인 쇼핑몰,생일 선물 아이디어"
"여행 계획 상의

여행 일정 조율
숙소 예약 방법
관광지 추천","여행 일정,숙소 예약,관광지 추천"
"아버지와 건강 상태 체크

아버지 건강 상태 체크",건강 상태 체크
"아버지와 건강 상태 체크

아버지 건강 상태 체크",건강 상태 체크
"예약 확인

내일 2시 예약 확인",병원 예약
"친구와의 약속

주말에 친구와 약속",친구와 약속
"의료진 상담

진료 상담",진료 상담
"치과 예약 및 상담

고객 보호조치 요청
상담 녹음 안내
진료 예약 및 문의","고객 보호조치,상담 녹음,진료 예약"
"친구와 저녁약속

압구정 로데오
사주카페
금요일저녁","사주카페,5만원,예약필수"
"아버지와 생일 축하

생일 축하합니다!
선물은 뭐가 좋을까요?
음식은 뭐 먹고 싶으세요?","생일 축하,선물,음식"
"상사와 업무 상담

프로젝트 진행 상황 보고
문제점 해결 방안 논의
다음 회의 일정 조율","프로젝트 진행,문제점 해결,회의 일정"
"부모님과 가족 모임

가족 소식 나누기
식사 메뉴 결정
다음 모임 일정 조율","가족 소식,식사 메뉴,모임 일정"
"상담 전화에서의 다양한 대화

고객 보호조치 요청
상담 녹음 안내
진료 예약 및 문의","산업안전보건법,상담녹음,진료예약"
"친구와 저녁약속

압구정 로데오
사주카페
금요일저녁","사주카페,5만원,예약필수"
"회사 동료와 업무 상의

이번 주 업무 일정
프로젝트 진행 상황
다음 주 업무 계획","프로젝트,업무일정,계획수립"
"가족과의 대화

최근 가족들의 일상 이야기
다음 모임 계획
가족들의 건강 상태","가족,모임,건강"
"광고 전화

신용카드 발급 광고","신용카드,할인,혜택"
"상담 전화에서의 다양한 대화

고객 보호조치 요청
상담 녹음 안내
진료 예약 및 문의","산업안전보건법,상담녹음,진료예약"
"친구와 저녁약속

압구정 로데오
사주카페
금요일저녁","사주카페,5만원,예약필수"
"회사 업무 상담

프로젝트 진행 상황 보고
일정 조율
기타 업무 상담","프로젝트 진행,일정 조율,업무 상담"
"친구와 여행 계획

여행지 추천
숙소 예약
일정 조율","여행지 추천,숙소 예약,일정 조율"
"친구들과의 대화

최근 일상 이야기
취미 생활 이야기
음식 추천","취미 생활,음식 추천,일상 이야기"
"상담 전화에서의 다양한 대화

고객 보호조치 요청
상담 녹음 안내
진료 예약 및 문의","산업안전보건법,상담녹음,진료예약"
"친구와 저녁약속

압구정 로데오
사주카페
금요일저녁","사주카페,5만원,예약필수"
"회사 회의

3월 예산 검토
4월 프로모션 계획
5월 인턴 채용","예산,프로모션,인턴 채용"
"여행 계획

유럽 여행 계획
호텔 예약
항공권 예약","유럽 여행,호텔 예약,항공권 예약"
"운동 계획

헬스장 가입
운동 계획 수립
개인 트레이닝","헬스장 가입,운동 계획,개인 트레이닝"
"동료4와 휴가 계획 공유

휴가 일정 조율
휴가 신청 방법 안내
휴가 보상 관련 상담","휴가 일정,휴가 신청,휴가 보상"
"동료4와 휴가 계획 공유

휴가 일정 조율
휴가 신청 방법 안내
휴가 보상 관련 상담","휴가 일정,휴가 신청,휴가 보상"
"동료4와 휴가 계획 공유

휴가 일정 조율
휴가 신청 방법 안내
휴가 보상 관련 상담","휴가 일정,휴가 신청,휴가 보상"
"동료4와 휴가 계획 공유

휴가 일정 조율
휴가 신청 방법 안내
휴가 보상 관련 상담","휴가 일정,휴가 신청,휴가 보상"
"동료4와 휴가 계획 공유

휴가 일정 조율
휴가 신청 방법 안내
휴가 보상 관련 상담","휴가 일정,휴가 신청,휴가 보상"
"고객 보호조치 요청 및 진료 예약 문의

고객 보호조치 요청
상담 녹음 안내
진료 예약 및 문의","고객 보호조치,상담 녹음,진료 예약"
"식사 계획 논의

식당 추천
메뉴 추천
예약 확인","식당 추천,메뉴 추천,예약 확인"
"프로젝트 진행 상황 보고

진행 상황 보고
문제점 해결 방안 논의","프로젝트 진행 상황,문제점 해결 방안"
"여행 계획 논의

여행 일정 논의
숙소 예약 확인
관광지 추천","여행 일정,숙소 예약,관광지 추천"
"운동 계획 논의

운동 일정 논의
운동 종목 추천","운동 일정,운동 종목 추천"
"고객 보호조치 요청 및 진료 예약

고객 보호조치 요청
상담 녹음 안내
진료 예약 및 문의","고객 보호조치,상담 녹음,진료 예약"
"압구정 로데오에서의 저녁약속

압구정 로데오
사주카페
금요일 저녁","사주카페,5만원,예약 필수"
"친구와의 봄방학 계획

제주도 여행
호텔 예약
렌트카 예약","제주도 여행,호텔 예약,렌트카 예약"
"상담 전화에서의 다양한 대화

상담 녹음 안내
고객 보호조치 요청
진료 예약 및 문의","상담 녹음,고객 보호조치,진료 예약"
"친구와의 새해 인사

새해 복 많이 받으세요
올해도 잘 부탁드립니다",새해 인사
"상담 전화에서의 다양한 대화

고객 보호조치 요청
상담 녹음 안내
진료 예약 및 문의","산업안전보건법,상담녹음,진료예약"
"친구와 저녁약속

압구정 로데오
사주카페
금요일저녁","사주카페,5만원,예약필수"
"비즈니스 전화

제품 발주 문의","제품 발주,발주 가능 여부"
"여행 예약

호텔 예약 문의","호텔 예약,항공권 예약,여행 일정"
"부동산 상담

주택 구매 문의","주택 구매,대출 가능 여부,매물 안내"
"상담 전화에서의 다양한 대화

고객 보호조치 요청
상담 녹음 안내
진료 예약 및 문의","산업안전보건법,상담녹음,진료예약"
"친구와 저녁약속

압구정 로데오
사주카페
금요일저녁","사주카페,5만원,예약필수"
"회사 회의

매출 증가 방안 논의
신규 제품 출시 계획
예산 삭감 대책","매출 증가,신규 제품 출시,예산 삭감"
"여행 계획

일정 조율
숙소 예약
관광지 추천","일정 조율,숙소 예약,관광지 추천"
"운동 계획

운동 종목 선택
운동 시간 조율
운동 장소 추천","운동 종목,운동 시간,운동 장소"
"서울대학교 치과병원 상담

고객 보호조치 요청
상담 녹음 안내
진료 예약 및 문의","고객 보호조치,상담 녹음,진료 예약"
"친구와 저녁약속

압구정 로데오
사주카페
금요일저녁","사주카페,5만원,예약필수"
"회사 회의

3월 매출 현황 보고
4월 예산 계획
신입사원 교육 일정","매출 현황,예산 계획,신입사원 교육"
"주식 투자 상담

최근 주식 시장 동향
투자 전략 조언","주식 시장 동향,투자 전략"
"여행 계획 상담

여름 휴가 계획
해외 여행지 추천
항공권 예약 방법","여름 휴가,해외 여행지,항공권 예약"
"치과 예약 및 상담

보호조치 요청 및 안내, 상담 녹음 안내, 진료 예약 및 문의","보호조치,상담녹음,진료예약"
"압구정 로데오에서 친구와 저녁약속

사주카페에서 만나기로 함, 5만원 이하 예산, 예약 필수, 금요일 저녁","사주카페,5만원,예약필수"
"회사 회의

매출 보고, 신제품 출시 계획, 마케팅 전략 논의","매출,신제품 출시,마케팅 전략"
"친구와 여행 계획

여름 휴가 계획, 해외 여행지 추천, 예산 및 일정 논의","여름 휴가,해외 여행,예산 및 일정"
"운동 동호회 모임

다음 주 일요일 오전 10시, 청계산 등반, 준비물 안내","운동 동호회,등산,준비물"
"고객 보호조치 요청 및 진료 예약

고객 보호조치 요청
상담 녹음 안내
진료 예약 및 문의","고객 보호조치,상담 녹음,진료 예약"
"압구정 로데오에서의 친구와 저녁약속

압구정 로데오
사주카페
금요일 저녁","사주카페,5만원,예약 필수"
"산업안전보건법 관련 상담

산업안전보건법 관련 상담",산업안전보건법
"음식점 예약

음식점 예약",음식점 예약
"사용 설명서 문의

사용 설명서 문의",사용 설명서
"고객 상담

고객 보호조치 요청
상담 녹음 안내
진료 예약 및 문의","고객 보호조치,상담 녹음,진료 예약"
"친구와 저녁약속

압구정 로데오
사주카페
금요일저녁","사주카페,5만원,예약 필수"
"회사 회의

이웃와 공동 구매 논의
상품 선정 및 가격 협상
배송 일정 결정","공동 구매,상품 선정,가격 협상,배송 일정"
"영화 예매

영화 예매 방법 안내
좌석 선택 및 결제
영화 시작 시간 안내","영화 예매,좌석 선택,결제,영화 시작 시간"
"여행 계획

여행 일정 계획
숙소 예약 및 결제
관광지 추천 및 예약","여행 일정,숙소 예약,관광지 추천,관광지 예약"
"상담 전화에서의 다양한 대화

고객 보호조치 요청
상담 녹음 안내
진료 예약 및 문의","산업안전보건법,상담녹음,진료예약"
"친구와 저녁약속

압구정 로데오
사주카페
금요일저녁","사주카페,5만원,예약필수"
"상사와의 업무통화

안녕하세요. 상사님. 지난번에 보고드린 업무에 대해서 어떻게 진행하면 좋을지 여쭤보려고 전화드렸습니다.","보고드리기,진행상황,의견수렴"
"친구와의 전화

안녕! 오랜만이야. 어떻게 지내?","소식나누기,취미활동,여행계획"
"부모님과의 전화

안녕하세요. 어머니, 아버지. 지금은 잘 지내고 계신가요?","건강상태,가족소식,재정상황"
"상담 전화에서의 다양한 대화

고객 보호조치 요청
상담 녹음 안내
진료 예약 및 문의","산업안전보건법,상담녹음,진료예약"
"친구와 저녁약속

압구정 로데오
사주카페
금요일저녁","사주카페,5만원,예약필수"
"상사와의 업무 통화

프로젝트 진행 상황 보고
다음 회의 일정 조율
업무 분담 협의","프로젝트 진행,회의 일정,업무 분담"
"친구와의 전화

최근 일상 이야기 공유
다음 만남 일정 조율","일상 이야기,다음 만남 일정"
"상사와의 업무 통화

프로젝트 진행 상황 보고
다음 회의 일정 조율
업무 분담 협의","프로젝트 진행,회의 일정,업무 분담"
"상담 전화에서의 다양한 대화

고객 보호조치 요청
상담 녹음 안내
진료 예약 및 문의","산업안전보건법,상담녹음,진료예약"
"친구와 저녁약속

압구정 로데오
사주카페
금요일저녁","사주카페,5만원,예약필수"
"상사와의 업무 통화

프로젝트 진행 상황 보고
다음 회의 일정 조율
업무 분담 계획","프로젝트 진행,회의 일정,업무 분담"
"영화 추천

최신 영화 추천
영화관 예매 방법 안내
영화 리뷰","영화 추천,영화관 예매,영화 리뷰"
"여행 계획

여행지 추천
숙소 예약 방법 안내
여행 일정 조율","여행지 추천,숙소 예약,여행 일정"
"상담 전화에서의 다양한 대화

고객 보호조치 요청
상담 녹음 안내
진료 예약 및 문의","산업안전보건법,상담녹음,진료예약"
"친구와 저녁약속

압구정 로데오
사주카페
금요일저녁","사주카페,5만원,예약필수"
"상사와의 업무통화

프로젝트 진행 상황 보고
다음 회의 일정 조율","프로젝트 진행,회의 일정"
"여행 계획 상담

여행 일정 조율
숙소 예약 문의","여행 일정,숙소 예약"
"상사와의 업무통화

프로젝트 진행 상황 보고
다음 회의 일정 조율","프로젝트 진행,회의 일정"
"상담 전화에서의 다양한 대화

고객 보호조치 요청
상담 녹음 안내
진료 예약 및 문의","산업안전보건법,상담녹음,진료예약"
"친구와 저녁약속

압구정 로데오
사주카페
금요일저녁","사주카페,5만원,예약필수"
"상사와의 휴가 계획 공유

휴가 일정 조율
휴가 신청서 작성 방법
휴가 보상제도 안내","휴가 일정,휴가 신청서,휴가 보상제도"
"친구와의 여행 계획

여행 일정 조율
숙소 예약 방법
관광지 추천","여행 일정,숙소 예약,관광지 추천"
"가족과의 대규모 모임 계획

장소 선정
음식 메뉴 조율
활동 계획","가족 모임 장소,음식 메뉴,활동 계획"
"상담 전화에서의 다양한 대화

고객 보호조치 요청
상담 녹음 안내
진료 예약 및 문의","산업안전보건법,상담녹음,진료예약"
"친구와 저녁약속

압구정 로데오
사주카페
금요일저녁","사주카페,5만원,예약필수"
"상사2와 회사 내 뉴스 업데이트

최근 기업 인수합병 소식
신입사원 교육 일정
부서별 업무 분장","인수합병,신입사원 교육,부서별 업무 분장"
"친구와 여행 계획

여름 휴가 계획
해외 여행지 추천
호텔 예약 방법","여름 휴가,해외 여행,호텔 예약"
"영화 예매

영화 제목 확인
상영 시간 확인
좌석 선택","영화 제목,상영 시간,좌석 선택"
"고객 보호조치 요청 및 진료 예약 문의

고객 보호조치 요청
상담 녹음 안내
진료 예약 및 문의","고객 보호조치,상담 녹음,진료 예약"
"압구정 로데오에서의 저녁약속

압구정 로데오
사주카페
금요일 저녁","사주카페,5만원,예약 필수"
"친구와 감상한 영화 이야기

어벤져스: 엔드게임
스포일러 주의
감동적인 결말","어벤져스: 엔드게임,스포일러,조커,기생충,사회적 메시지,영화 구성"
"상담 전화에서의 예약 문의

진료 예약 문의",진료 예약
"친구와의 여행 계획

여름 휴가 계획
해외 여행
유럽 여행","여름 휴가,해외 여행,유럽 여행,호텔 예약,항공권 예약"
"고객 보호조치 요청 및 진료 예약

고객 보호조치 요청
상담 녹음 안내
진료 예약 및 문의","고객 보호조치,상담 녹음,진료 예약"
"압구정 로데오에서의 친구와의 저녁약속

압구정 로데오
사주카페
금요일 저녁","사주카페,5만원,예약 필수"
"상담 전화에서의 다양한 대화

고객 보호조치 요청
상담 녹음 안내
진료 예약 및 문의","고객 보호조치,상담 녹음,진료 예약"
"친구와 저녁약속

압구정 로데오
사주카페
금요일 저녁","사주카페,5만원,예약 필수"
"고객 보호조치 요청 및 진료 예약

고객 보호조치 요청
상담 녹음 안내
진료 예약 및 문의","고객 보호조치,상담 녹음,진료 예약"
"상담 전화에서의 다양한 대화

고객 보호조치 요청
상담 녹음 안내
진료 예약 및 문의","산업안전보건법,상담녹음,진료예약"
"친구와 저녁약속

압구정 로데오
사주카페
금요일저녁","사주카페,5만원,예약필수"
"주식투자 관련 상담

주식 종목 추천
시장 전망
투자 전략","주식 종목 추천,시장 전망,투자 전략,최근 시장 동향"
"친구와 영화 추천

최근 본 영화 추천
인기 있는 영화 추천","영화 추천,최근 본 영화"
"여행 계획 상담

여행지 추천
숙소 예약 방법
관광지 추천","여행지 추천,숙소 예약,관광지 추천,여행 일정 계획,교통편 추천"
"서울대학교 치과병원 상담 전화

고객 보호조치 요청
상담 녹음 안내
진료 예약 및 문의","고객 보호조치,상담 녹음,진료 예약"
"친구와 저녁약속

압구정 로데오
사주카페
금요일저녁","사주카페,5만원,예약필수"
"친구와 공부 팁 공유

시험 준비 방법
과목별 공부 팁
시험 전략","시험 준비,과목별 공부 팁,시험 전략"
"부동산 중개인과의 상담

매물 정보 제공
가격 협상
계약서 작성","매물 정보,가격 협상,계약서 작성"
"보험 상담

보험 상품 안내
보험 가입 방법
보험 청구 절차","보험 상품,보험 가입 방법,보험 청구 절차"
"치과병원 상담

고객 보호조치 요청
상담 녹음 안내
진료 예약 및 문의","고객 보호조치,상담 녹음,진료 예약"
